"species","order","family","fullCodeSuitable","fullCodeMarginal","fullCodeUnknown","briefCode"
"Micronycteris matses","CHIROPTERA","PHYLLOSTOMIDAE",NA,NA,"18","18"
"Micronycteris megalotis","CHIROPTERA","PHYLLOSTOMIDAE","14.5,1.5,1.6,7.1",NA,NA,"14,1,7"
"Micronycteris microtis","CHIROPTERA","PHYLLOSTOMIDAE","14.3,14.4,14.5,1.5,1.6,7.1",NA,NA,"14,1,7"
"Micronycteris minuta","CHIROPTERA","PHYLLOSTOMIDAE","1.5,1.6,7.1","1.5,1.6,7.1",NA,"14,1,7"
"Micronycteris sanborni","CHIROPTERA","PHYLLOSTOMIDAE","1.5,2.1",NA,NA,"1,2"
"Micronycteris schmidtorum","CHIROPTERA","PHYLLOSTOMIDAE","1.5,1.6",NA,NA,"1"
"Micronycteris simmonsae","CHIROPTERA","PHYLLOSTOMIDAE",NA,NA,NA,NA
"Micronycteris tresamici","CHIROPTERA","PHYLLOSTOMIDAE",NA,NA,NA,NA
"Micronycteris yatesi","CHIROPTERA","PHYLLOSTOMIDAE","1.5,1.6,1.9,2.2",NA,NA,"1,2"
"Macrophyllum macrophyllum","CHIROPTERA","PHYLLOSTOMIDAE","1.6",NA,NA,"1"
"Trachops cirrhosus","CHIROPTERA","PHYLLOSTOMIDAE","14.5,1.5,1.6,7.1",NA,NA,"14,1,7"
"Trachops ehrhardti","CHIROPTERA","PHYLLOSTOMIDAE",NA,NA,NA,NA
"Gardnerycteris crenulatum","CHIROPTERA","PHYLLOSTOMIDAE","14.3,14.5,1.5,1.6,2.1",NA,NA,"14,1,2"
"Gardnerycteris keenani","CHIROPTERA","PHYLLOSTOMIDAE",NA,NA,NA,NA
"Gardnerycteris koepckeae","CHIROPTERA","PHYLLOSTOMIDAE",NA,NA,"1.9","1"
"Lophostoma brasiliense","CHIROPTERA","PHYLLOSTOMIDAE","14.3,1.5,1.6,2.1",NA,NA,"14,1,2"
"Lophostoma carrikeri","CHIROPTERA","PHYLLOSTOMIDAE","1.6,2.2",NA,NA,"1,2"
"Lophostoma evotis","CHIROPTERA","PHYLLOSTOMIDAE","1.5,1.6",NA,NA,"1"
"Lophostoma kalkoae","CHIROPTERA","PHYLLOSTOMIDAE","1.6",NA,NA,"1"
"Lophostoma occidentale","CHIROPTERA","PHYLLOSTOMIDAE",NA,NA,NA,NA
"Lophostoma schulzi","CHIROPTERA","PHYLLOSTOMIDAE","1.5,1.6",NA,NA,"1"
"Lophostoma silvicola","CHIROPTERA","PHYLLOSTOMIDAE",NA,NA,NA,NA
"Phylloderma stenops","CHIROPTERA","PHYLLOSTOMIDAE","1.6,2.1,2.2,5.7",NA,NA,"1,2,5"
"Phyllostomus discolor","CHIROPTERA","PHYLLOSTOMIDAE","14.5,1.5,1.6,1.9,2.1,2.2,7.1",NA,NA,"14,1,2,7"
"Phyllostomus elongatus","CHIROPTERA","PHYLLOSTOMIDAE","1.5,1.6,7.1",NA,NA,"1,7"
"Phyllostomus hastatus","CHIROPTERA","PHYLLOSTOMIDAE","14.3,14.4,14.5,1.5,1.6,2.1,2.2",NA,NA,"14,1,2"
"Phyllostomus latifolius","CHIROPTERA","PHYLLOSTOMIDAE","7.1",NA,NA,"7"
"Tonatia bakeri","CHIROPTERA","PHYLLOSTOMIDAE",NA,NA,NA,NA
"Tonatia bidens","CHIROPTERA","PHYLLOSTOMIDAE","1.6",NA,NA,"1"
"Tonatia maresi","CHIROPTERA","PHYLLOSTOMIDAE",NA,NA,NA,NA
"Tonatia saurophila","CHIROPTERA","PHYLLOSTOMIDAE","14.2,1.5,1.6",NA,NA,"14,1"
"Chrotopterus auritus","CHIROPTERA","PHYLLOSTOMIDAE","1.6,7.1","1.6,7.1",NA,"14,1,7"
"Mimon bennettii","CHIROPTERA","PHYLLOSTOMIDAE","1.5,1.6,2.1,7.1",NA,NA,"1,2,7"
"Mimon cozumelae","CHIROPTERA","PHYLLOSTOMIDAE","1.5,1.6,7.1",NA,NA,"1,7"
"Vampyrum spectrum","CHIROPTERA","PHYLLOSTOMIDAE","1.5,1.6,1.8",NA,NA,"1"
"Rhinophylla alethina","CHIROPTERA","PHYLLOSTOMIDAE","1.6",NA,NA,"1"
"Rhinophylla fischerae","CHIROPTERA","PHYLLOSTOMIDAE","1.6","1.6",NA,"1"
"Rhinophylla pumilio","CHIROPTERA","PHYLLOSTOMIDAE","1.6","1.6",NA,"1"
"Ametrida centurio","CHIROPTERA","PHYLLOSTOMIDAE","1.6",NA,NA,"1"
"Ardops nichollsi","CHIROPTERA","PHYLLOSTOMIDAE","14.3,1.6",NA,NA,"14,1"
"Ariteus flavescens","CHIROPTERA","PHYLLOSTOMIDAE","14.3,1.6",NA,NA,"14,1"
"Artibeus aequatorialis","CHIROPTERA","PHYLLOSTOMIDAE","1.5,1.6",NA,NA,"1"
"Artibeus amplus","CHIROPTERA","PHYLLOSTOMIDAE","1.5,1.6,1.9",NA,NA,"1"
"Artibeus anderseni","CHIROPTERA","PHYLLOSTOMIDAE",NA,NA,NA,NA
"Artibeus aztecus","CHIROPTERA","PHYLLOSTOMIDAE",NA,NA,NA,NA
"Artibeus bogotensis","CHIROPTERA","PHYLLOSTOMIDAE",NA,NA,NA,NA
"Artibeus cinereus","CHIROPTERA","PHYLLOSTOMIDAE",NA,NA,NA,NA
"Artibeus concolor","CHIROPTERA","PHYLLOSTOMIDAE","1.5,1.6",NA,NA,"1"
"Artibeus fimbriatus","CHIROPTERA","PHYLLOSTOMIDAE","1.5",NA,NA,"1"
"Artibeus fraterculus","CHIROPTERA","PHYLLOSTOMIDAE","14.3,1.5",NA,NA,"14,1"
"Artibeus glaucus","CHIROPTERA","PHYLLOSTOMIDAE",NA,NA,NA,NA
"Artibeus gnomus","CHIROPTERA","PHYLLOSTOMIDAE",NA,NA,NA,NA
"Artibeus hirsutus","CHIROPTERA","PHYLLOSTOMIDAE","14.3,14.5,1.5,1.6,7.1",NA,NA,"14,1,7"
"Artibeus inopinatus","CHIROPTERA","PHYLLOSTOMIDAE","14.3,14.5,1.5,2.1",NA,NA,"14,1,2"
"Artibeus jamaicensis","CHIROPTERA","PHYLLOSTOMIDAE","14.4,14.5,1.5,1.6,6,7.1",NA,NA,"14,1,6,7"
"Artibeus lituratus","CHIROPTERA","PHYLLOSTOMIDAE","14.3,14.5,1.5,1.6",NA,NA,"14,1"
"Artibeus obscurus","CHIROPTERA","PHYLLOSTOMIDAE","1.6,2.1,2.2",NA,NA,"1,2"
"Artibeus phaeotis","CHIROPTERA","PHYLLOSTOMIDAE",NA,NA,NA,NA
"Artibeus planirostris","CHIROPTERA","PHYLLOSTOMIDAE","14.4,1.5,1.6",NA,NA,"14,1"
"Artibeus ravus","CHIROPTERA","PHYLLOSTOMIDAE",NA,NA,NA,NA
"Artibeus rosenbergi","CHIROPTERA","PHYLLOSTOMIDAE",NA,NA,NA,NA
"Artibeus schwartzi","CHIROPTERA","PHYLLOSTOMIDAE","1.5,1.6",NA,NA,"1"
"Artibeus toltecus","CHIROPTERA","PHYLLOSTOMIDAE",NA,NA,NA,NA
"Artibeus watsoni","CHIROPTERA","PHYLLOSTOMIDAE",NA,NA,NA,NA
"Centurio senex","CHIROPTERA","PHYLLOSTOMIDAE","14.3,14.4,14.5,14.6,1.5,1.6",NA,NA,"14,1"
"Chiroderma doriae","CHIROPTERA","PHYLLOSTOMIDAE","1.6","1.6",NA,"14,1"
"Chiroderma gorgasi","CHIROPTERA","PHYLLOSTOMIDAE",NA,NA,NA,NA
"Chiroderma improvisum","CHIROPTERA","PHYLLOSTOMIDAE","1.6",NA,NA,"1"
"Chiroderma salvini","CHIROPTERA","PHYLLOSTOMIDAE","1.5,1.6,2.2",NA,NA,"1,2"
"Chiroderma scopaeum","CHIROPTERA","PHYLLOSTOMIDAE",NA,NA,NA,NA
"Chiroderma trinitatum","CHIROPTERA","PHYLLOSTOMIDAE","1.6,7.1",NA,NA,"1,7"
"Chiroderma villosum","CHIROPTERA","PHYLLOSTOMIDAE","1.6",NA,NA,"1"
"Ectophylla alba","CHIROPTERA","PHYLLOSTOMIDAE","1.6",NA,NA,"1"
"Enchisthenes hartii","CHIROPTERA","PHYLLOSTOMIDAE","1.6,1.9",NA,NA,"1"
"Mesophylla macconnelli","CHIROPTERA","PHYLLOSTOMIDAE","1.5,1.6",NA,NA,"1"
"Phyllops falcatus","CHIROPTERA","PHYLLOSTOMIDAE","1.6",NA,NA,"1"
"Platyrrhinus albericoi","CHIROPTERA","PHYLLOSTOMIDAE","1.6",NA,NA,"1"
"Platyrrhinus angustirostris","CHIROPTERA","PHYLLOSTOMIDAE","1.5,1.6",NA,NA,"1"
"Platyrrhinus aquilus","CHIROPTERA","PHYLLOSTOMIDAE","1.9",NA,NA,"1"
"Platyrrhinus aurarius","CHIROPTERA","PHYLLOSTOMIDAE","1.5,1.6,1.9",NA,NA,"1"
"Platyrrhinus brachycephalus","CHIROPTERA","PHYLLOSTOMIDAE","1.6,7.1",NA,NA,"1,7"
"Platyrrhinus dorsalis","CHIROPTERA","PHYLLOSTOMIDAE","1.6",NA,NA,"1"
"Platyrrhinus fusciventris","CHIROPTERA","PHYLLOSTOMIDAE","1.6",NA,NA,"1"
"Platyrrhinus guianensis","CHIROPTERA","PHYLLOSTOMIDAE",NA,NA,NA,NA
"Platyrrhinus helleri","CHIROPTERA","PHYLLOSTOMIDAE","14.5,1.5,1.6,2.1,2.2,7.1",NA,NA,"14,1,2,7"
"Platyrrhinus incarum","CHIROPTERA","PHYLLOSTOMIDAE","1.6,1.9",NA,NA,"1"
"Platyrrhinus infuscus","CHIROPTERA","PHYLLOSTOMIDAE","1.6,7.1",NA,NA,"1,7"
"Platyrrhinus ismaeli","CHIROPTERA","PHYLLOSTOMIDAE","1.6,7.1",NA,NA,"1,7"
"Platyrrhinus lineatus","CHIROPTERA","PHYLLOSTOMIDAE","1.5,1.6",NA,NA,"1"
"Platyrrhinus masu","CHIROPTERA","PHYLLOSTOMIDAE","1.6",NA,NA,"1"
"Platyrrhinus matapalensis","CHIROPTERA","PHYLLOSTOMIDAE","1.5,1.6",NA,NA,"1"
"Platyrrhinus nitelinea","CHIROPTERA","PHYLLOSTOMIDAE","1.6,1.9",NA,NA,"1"
"Platyrrhinus recifinus","CHIROPTERA","PHYLLOSTOMIDAE","1.5,1.6,2.1,7.1",NA,NA,"1,2,7"
"Platyrrhinus umbratus","CHIROPTERA","PHYLLOSTOMIDAE",NA,NA,"18","18"
"Platyrrhinus vittatus","CHIROPTERA","PHYLLOSTOMIDAE","1.6",NA,NA,"1"
"Pygoderma bilabiatum","CHIROPTERA","PHYLLOSTOMIDAE","1.5,1.6","1.5,1.6",NA,"14,1"
"Sphaeronycteris toxophyllum","CHIROPTERA","PHYLLOSTOMIDAE","1.5,1.6",NA,NA,"1"
"Stenoderma rufum","CHIROPTERA","PHYLLOSTOMIDAE","1.5",NA,NA,"1"
"Uroderma bakeri","CHIROPTERA","PHYLLOSTOMIDAE",NA,NA,NA,NA
"Uroderma bilobatum","CHIROPTERA","PHYLLOSTOMIDAE","1.5,1.6,2.2",NA,NA,"1,2"
"Uroderma convexum","CHIROPTERA","PHYLLOSTOMIDAE",NA,NA,NA,NA
"Uroderma davisi","CHIROPTERA","PHYLLOSTOMIDAE",NA,NA,NA,NA
"Uroderma magnirostrum","CHIROPTERA","PHYLLOSTOMIDAE","1.6","1.6",NA,"1"
"Vampyressa elisabethae","CHIROPTERA","PHYLLOSTOMIDAE",NA,NA,NA,NA
"Vampyressa melissa","CHIROPTERA","PHYLLOSTOMIDAE","1.6",NA,NA,"1"
"Vampyressa pusilla","CHIROPTERA","PHYLLOSTOMIDAE",NA,NA,"18","18"
"Vampyressa sinchi","CHIROPTERA","PHYLLOSTOMIDAE",NA,NA,NA,NA
"Vampyressa thyone","CHIROPTERA","PHYLLOSTOMIDAE","1.5,1.6",NA,NA,"1"
"Vampyriscus bidens","CHIROPTERA","PHYLLOSTOMIDAE","1.6",NA,NA,"1"
"Vampyriscus brocki","CHIROPTERA","PHYLLOSTOMIDAE","1.6",NA,NA,"1"
"Vampyriscus nymphaea","CHIROPTERA","PHYLLOSTOMIDAE","1.6",NA,NA,"1"
"Vampyrodes caraccioli","CHIROPTERA","PHYLLOSTOMIDAE","14.3,14.4,1.5,1.6",NA,NA,"14,1"
"Vampyrodes major","CHIROPTERA","PHYLLOSTOMIDAE","14.3,1.6",NA,NA,"14,1"
"Sturnira adrianae","CHIROPTERA","PHYLLOSTOMIDAE",NA,NA,NA,NA
"Sturnira angeli","CHIROPTERA","PHYLLOSTOMIDAE","1.6,1.9",NA,NA,"1"
"Sturnira aratathomasi","CHIROPTERA","PHYLLOSTOMIDAE","1.9",NA,NA,"1"
"Sturnira bakeri","CHIROPTERA","PHYLLOSTOMIDAE","1.5,1.6,1.9",NA,NA,"1"
"Sturnira bidens","CHIROPTERA","PHYLLOSTOMIDAE","1.5,1.6",NA,NA,"1"
"Sturnira bogotensis","CHIROPTERA","PHYLLOSTOMIDAE","1.6",NA,NA,"1"
"Sturnira burtonlimi","CHIROPTERA","PHYLLOSTOMIDAE","1.6,1.9",NA,NA,"1"
"Sturnira erythromos","CHIROPTERA","PHYLLOSTOMIDAE","1.5,1.6",NA,NA,"1"
"Sturnira giannae","CHIROPTERA","PHYLLOSTOMIDAE",NA,NA,NA,NA
"Sturnira hondurensis","CHIROPTERA","PHYLLOSTOMIDAE","1.6,1.9",NA,NA,"1"
"Sturnira koopmanhilli","CHIROPTERA","PHYLLOSTOMIDAE","1.6,1.9",NA,NA,"1"
"Sturnira lilium","CHIROPTERA","PHYLLOSTOMIDAE","1.5,1.6,1.9",NA,NA,"1"
"Sturnira ludovici","CHIROPTERA","PHYLLOSTOMIDAE","1.5,1.6,1.9",NA,NA,"1"
"Sturnira luisi","CHIROPTERA","PHYLLOSTOMIDAE","1.5,1.6,1.9",NA,NA,"1"
"Sturnira magna","CHIROPTERA","PHYLLOSTOMIDAE","1.5,1.6,1.9",NA,NA,"1"
"Sturnira mistratensis","CHIROPTERA","PHYLLOSTOMIDAE","1.6",NA,NA,"1"
"Sturnira mordax","CHIROPTERA","PHYLLOSTOMIDAE","1.5,1.6",NA,NA,"1"
"Sturnira nana","CHIROPTERA","PHYLLOSTOMIDAE","1.9",NA,NA,"1"
"Sturnira oporaphilum","CHIROPTERA","PHYLLOSTOMIDAE","1.6,1.9",NA,NA,"1"
"Sturnira parvidens","CHIROPTERA","PHYLLOSTOMIDAE","14.3,14.4,1.5,1.6,1.9",NA,NA,"14,1"
"Sturnira paulsoni","CHIROPTERA","PHYLLOSTOMIDAE","1.6,1.9",NA,NA,"1"
"Sturnira perla","CHIROPTERA","PHYLLOSTOMIDAE","1.6",NA,NA,"1"
"Sturnira sorianoi","CHIROPTERA","PHYLLOSTOMIDAE",NA,NA,"18","18"
"Sturnira tildae","CHIROPTERA","PHYLLOSTOMIDAE","1.6",NA,NA,"1"
"Thyroptera devivoi","CHIROPTERA","THYROPTERIDAE","2.1,2.2",NA,NA,"2"
"Thyroptera discifera","CHIROPTERA","THYROPTERIDAE","14.3,1.5,1.6",NA,NA,"14,1"
"Thyroptera lavali","CHIROPTERA","THYROPTERIDAE","1.6",NA,NA,"1"
"Thyroptera tricolor","CHIROPTERA","THYROPTERIDAE","1.6,2.2","1.6,2.2",NA,"1,2"
"Thyroptera wynneae","CHIROPTERA","THYROPTERIDAE","1.6",NA,NA,"1"
"Cistugo lesueuri","CHIROPTERA","CISTUGIDAE","3.8,4.4,4.7,8.2",NA,NA,"3,4,8"
"Cistugo seabrae","CHIROPTERA","CISTUGIDAE","6,8.1",NA,"14.3","14,6,8"
"Miniopterus aelleni","CHIROPTERA","MINIOPTERIDAE","1.5,1.9",NA,NA,"1"
"Miniopterus africanus","CHIROPTERA","MINIOPTERIDAE","1.9",NA,NA,"1"
"Miniopterus ambohitrensis","CHIROPTERA","MINIOPTERIDAE","1.6,1.9",NA,NA,"1"
"Miniopterus arenarius","CHIROPTERA","MINIOPTERIDAE",NA,NA,NA,NA
"Miniopterus australis","CHIROPTERA","MINIOPTERIDAE","1.4,1.5,1.6,1.8,1.9,7.1,7.2","1.4,1.5,1.6,1.8,1.9,7.1,7.2",NA,"1,14,7"
"Miniopterus blepotis","CHIROPTERA","MINIOPTERIDAE",NA,NA,NA,NA
"Miniopterus brachytragos","CHIROPTERA","MINIOPTERIDAE","1.6,6",NA,NA,"1,6"
"Miniopterus egeri","CHIROPTERA","MINIOPTERIDAE","1.6,1.9",NA,NA,"1"
"Miniopterus eschscholtzii","CHIROPTERA","MINIOPTERIDAE",NA,NA,NA,NA
"Miniopterus fraterculus","CHIROPTERA","MINIOPTERIDAE","1.4,1.5,1.6,18,2.1,3.4,4.5,7.1,7.2","1.4,1.5,1.6,18,2.1,3.4,4.5,7.1,7.2",NA,"1,14,18,2,3,4,7"
"Miniopterus fuliginosus","CHIROPTERA","MINIOPTERIDAE",NA,NA,NA,NA
"Miniopterus fuscus","CHIROPTERA","MINIOPTERIDAE","1.4,15.5,1.6,5.18,7.1",NA,NA,"1,15,5,7"
"Miniopterus gleni","CHIROPTERA","MINIOPTERIDAE","1.5,1.6,7.1","1.5,1.6,7.1",NA,"14,1,7"
"Miniopterus griffithsi","CHIROPTERA","MINIOPTERIDAE","1.9,3.7",NA,NA,"1,3"
"Miniopterus griveaudi","CHIROPTERA","MINIOPTERIDAE","18",NA,NA,"18"
"Miniopterus inflatus","CHIROPTERA","MINIOPTERIDAE","1.6,1.9,7.1",NA,NA,"1,7"
"Miniopterus macrocneme","CHIROPTERA","MINIOPTERIDAE","1.6,1.9,3.7,4.7,7.1",NA,NA,"1,3,4,7"
"Miniopterus maghrebensis","CHIROPTERA","MINIOPTERIDAE","1.5,3.8",NA,NA,"1,3"
"Miniopterus magnater","CHIROPTERA","MINIOPTERIDAE","14.4,14.5,14.6,1.5,1.6,7.1,7.2",NA,NA,"14,1,7"
"Miniopterus mahafaliensis","CHIROPTERA","MINIOPTERIDAE","1.5,3.5,6",NA,NA,"1,3,6"
"Miniopterus majori","CHIROPTERA","MINIOPTERIDAE","14.5,14.6,1.5,1.6,7.1",NA,NA,"14,1,7"
"Miniopterus manavi","CHIROPTERA","MINIOPTERIDAE","14.3,14.6,1.5,1.6,1.9,6,7.1",NA,NA,"14,1,6,7"
"Miniopterus medius","CHIROPTERA","MINIOPTERIDAE","1.6,1.9,7.1,7.2",NA,NA,"1,7"
"Miniopterus minor","CHIROPTERA","MINIOPTERIDAE","18",NA,NA,"18"
"Miniopterus mossambicus","CHIROPTERA","MINIOPTERIDAE",NA,NA,NA,NA
"Miniopterus natalensis","CHIROPTERA","MINIOPTERIDAE","2.1,2.2,3.8,7.1,7.2","2.1,2.2,3.8,7.1,7.2",NA,"2,3,7,8"
"Miniopterus newtoni","CHIROPTERA","MINIOPTERIDAE","14.3,1.6",NA,NA,"14,1"
"Miniopterus nimbae","CHIROPTERA","MINIOPTERIDAE",NA,NA,NA,NA
"Miniopterus orianae","CHIROPTERA","MINIOPTERIDAE",NA,NA,NA,NA
"Miniopterus pallidus","CHIROPTERA","MINIOPTERIDAE",NA,NA,NA,NA
"Miniopterus paululus","CHIROPTERA","MINIOPTERIDAE","18",NA,NA,"18"
"Miniopterus petersoni","CHIROPTERA","MINIOPTERIDAE","1.6",NA,NA,"1"
"Miniopterus pusillus","CHIROPTERA","MINIOPTERIDAE","1.5,1.6,7.1","1.5,1.6,7.1","14.3,14.4,7.2","14,1,7"
"Miniopterus robustior","CHIROPTERA","MINIOPTERIDAE","1.6,7.1",NA,NA,"1,7"
"Miniopterus schreibersii","CHIROPTERA","MINIOPTERIDAE","1.4,14.2,14.4,1.5,1.6,1.9,3.4,3.5,3.8,4.4,7.1,7.2",NA,NA,"1,14,3,4,7"
"Miniopterus shortridgei","CHIROPTERA","MINIOPTERIDAE","18",NA,NA,"18"
"Miniopterus sororculus","CHIROPTERA","MINIOPTERIDAE","2.1,3.7,6",NA,NA,"2,3,6"
"Miniopterus tristis","CHIROPTERA","MINIOPTERIDAE","1.6,1.9,7.1,7.2","1.6,1.9,7.1,7.2",NA,"14,1,7"
"Miniopterus villiersi","CHIROPTERA","MINIOPTERIDAE",NA,NA,NA,NA
"Miniopterus wilsoni","CHIROPTERA","MINIOPTERIDAE",NA,NA,NA,NA
"Austronomus australis","CHIROPTERA","MOLOSSIDAE","1.4,14.4,14.5,1.5,2.1,3.5,3.8,4.5,8.1","1.4,14.4,14.5,1.5,2.1,3.5,3.8,4.5,8.1",NA,"1,14,2,3,4,8"
"Austronomus kuboriensis","CHIROPTERA","MOLOSSIDAE","1.9,4.7",NA,NA,"1,4"
"Cabreramops aequatorianus","CHIROPTERA","MOLOSSIDAE",NA,NA,NA,NA
"Chaerephon aloysiisabaudiae","CHIROPTERA","MOLOSSIDAE","1.5,1.6,2.1","1.5,1.6,2.1",NA,"1,2"
"Chaerephon ansorgei","CHIROPTERA","MOLOSSIDAE","2.1,6","2.1,6",NA,"1,2,6"
"Chaerephon atsinanana","CHIROPTERA","MOLOSSIDAE","14.1,14.5,1.9",NA,NA,"14,1"
"Chaerephon bemmeleni","CHIROPTERA","MOLOSSIDAE","1.9,2.1",NA,NA,"1,2"
"Chaerephon bivittatus","CHIROPTERA","MOLOSSIDAE","2.1,2.2,6,7.2",NA,"7.1","2,6,7"
"Chaerephon bregullae","CHIROPTERA","MOLOSSIDAE","1.5,1.6,1.9,7.1","1.5,1.6,1.9,7.1",NA,"14,1,7"
"Chaerephon chapini","CHIROPTERA","MOLOSSIDAE","2.1,2.2",NA,NA,"2"
"Chaerephon gallagheri","CHIROPTERA","MOLOSSIDAE","1.6",NA,NA,"1"
"Chaerephon jobensis","CHIROPTERA","MOLOSSIDAE","1.5,1.6,1.9,2.1,3.5,7.1,7.2","1.5,1.6,1.9,2.1,3.5,7.1,7.2",NA,"14,1,2,3,7"
"Chaerephon jobimena","CHIROPTERA","MOLOSSIDAE","14.6,1.5,7.1","14.6,1.5,7.1",NA,"14,1,7"
"Chaerephon johorensis","CHIROPTERA","MOLOSSIDAE","1.6",NA,NA,"1"
"Chaerephon leucogaster","CHIROPTERA","MOLOSSIDAE",NA,NA,NA,NA
"Chaerephon major","CHIROPTERA","MOLOSSIDAE","2.1,2.2,6",NA,NA,"2,6"
"Chaerephon nigeriae","CHIROPTERA","MOLOSSIDAE","1.6,2.1,2.2",NA,"14.4","14,1,2"
"Chaerephon plicatus","CHIROPTERA","MOLOSSIDAE","14.2,14.4,1.5,15.8,1.6,7.1,7.2",NA,"1.9","14,1,15,7"
"Chaerephon pumilus","CHIROPTERA","MOLOSSIDAE","1.5,1.6,1.9,2.1,2.2,3.5,3.6","1.5,1.6,1.9,2.1,2.2,3.5,3.6",NA,"14,1,2,3"
"Chaerephon pusillus","CHIROPTERA","MOLOSSIDAE",NA,NA,NA,NA
"Chaerephon russatus","CHIROPTERA","MOLOSSIDAE","1.6",NA,"2.2","1,2"
"Chaerephon solomonis","CHIROPTERA","MOLOSSIDAE","13.2,1.6,1.7,7.1",NA,NA,"13,1,7"
"Chaerephon tomensis","CHIROPTERA","MOLOSSIDAE","2.1","2.1","1.5,1.6","14,1,2"
"Cheiromeles parvidens","CHIROPTERA","MOLOSSIDAE","14.1,14.3,14.4,1.6","14.1,14.3,14.4,1.6",NA,"14,1,7"
"Cheiromeles torquatus","CHIROPTERA","MOLOSSIDAE","1.6,7.1",NA,NA,"1,7"
"Cynomops abrasus","CHIROPTERA","MOLOSSIDAE","1.6",NA,NA,"1"
"Cynomops freemani","CHIROPTERA","MOLOSSIDAE",NA,NA,NA,NA
"Cynomops greenhalli","CHIROPTERA","MOLOSSIDAE","1.5,1.6","1.5,1.6",NA,"14,1"
"Cynomops mastivus","CHIROPTERA","MOLOSSIDAE",NA,NA,NA,NA
"Cynomops mexicanus","CHIROPTERA","MOLOSSIDAE","1.5,1.6","1.5,1.6",NA,"14,1"
"Cynomops milleri","CHIROPTERA","MOLOSSIDAE","1.6",NA,NA,"1"
"Cynomops planirostris","CHIROPTERA","MOLOSSIDAE","1.5,1.6",NA,NA,"1"
"Cynomops tonkigui","CHIROPTERA","MOLOSSIDAE",NA,NA,NA,NA
"Eumops auripendulus","CHIROPTERA","MOLOSSIDAE","1.5,1.6","1.5,1.6",NA,"14,1,2"
"Eumops bonariensis","CHIROPTERA","MOLOSSIDAE","14.5,1.5,1.6",NA,NA,"14,1"
"Eumops chimaera","CHIROPTERA","MOLOSSIDAE",NA,NA,NA,NA
"Eumops chiribaya","CHIROPTERA","MOLOSSIDAE",NA,NA,NA,NA
"Eumops dabbenei","CHIROPTERA","MOLOSSIDAE","1.5,1.6,2.1","1.5,1.6,2.1",NA,"14,1,2"
"Eumops delticus","CHIROPTERA","MOLOSSIDAE","1.6",NA,NA,"1"
"Eumops ferox","CHIROPTERA","MOLOSSIDAE","1.6,1.9",NA,NA,"1"
"Eumops floridanus","CHIROPTERA","MOLOSSIDAE","14.5,1.5",NA,NA,"14,1"
"Eumops glaucinus","CHIROPTERA","MOLOSSIDAE","14.5,1.5,1.6",NA,NA,"14,1"
"Eumops hansae","CHIROPTERA","MOLOSSIDAE","13.5,1.5,1.6,2.1",NA,NA,"13,1,2"
"Eumops maurus","CHIROPTERA","MOLOSSIDAE","1.6,1.8,2.1","1.6,1.8,2.1",NA,"14,1,2"
"Eumops nanus","CHIROPTERA","MOLOSSIDAE","14.5,1.5,1.6",NA,NA,"14,1"
"Eumops patagonicus","CHIROPTERA","MOLOSSIDAE","14.5,1.5,1.6",NA,NA,"14,1"
"Eumops perotis","CHIROPTERA","MOLOSSIDAE","1.5,1.6,7.1","1.5,1.6,7.1",NA,"14,1,7"
"Eumops trumbulli","CHIROPTERA","MOLOSSIDAE","14.5,1.6,6",NA,NA,"14,1,6"
"Eumops underwoodi","CHIROPTERA","MOLOSSIDAE","1.5,1.6,8.2","1.5,1.6,8.2",NA,"1,8"
"Eumops wilsoni","CHIROPTERA","MOLOSSIDAE","1.5",NA,NA,"1"
"Micronomus norfolkensis","CHIROPTERA","MOLOSSIDAE","1.5,1.6,3.6",NA,NA,"1,3"
"Molossops neglectus","CHIROPTERA","MOLOSSIDAE","18",NA,NA,"18"
"Molossops temminckii","CHIROPTERA","MOLOSSIDAE","1.6","1.6",NA,"14,1"
"Molossus alvarezi","CHIROPTERA","MOLOSSIDAE","1.6",NA,NA,"1"
"Molossus aztecus","CHIROPTERA","MOLOSSIDAE","1.5,1.6,1.9","1.5,1.6,1.9",NA,"14,1"
"Molossus bondae","CHIROPTERA","MOLOSSIDAE","1.5,1.6,2.1,3.7",NA,NA,"1,2,3"
"Molossus coibensis","CHIROPTERA","MOLOSSIDAE","1.4,14.5,1.5,1.6",NA,NA,"1,14"
"Molossus currentium","CHIROPTERA","MOLOSSIDAE","1.6,2.2,4.6",NA,NA,"1,2,4"
"Molossus fentoni","CHIROPTERA","MOLOSSIDAE",NA,NA,NA,NA
"Molossus fluminensis","CHIROPTERA","MOLOSSIDAE",NA,NA,NA,NA
"Molossus milleri","CHIROPTERA","MOLOSSIDAE",NA,NA,NA,NA
"Molossus molossus","CHIROPTERA","MOLOSSIDAE","1.6","1.6",NA,"14,1"
"Molossus nigricans","CHIROPTERA","MOLOSSIDAE",NA,NA,NA,NA
"Molossus pretiosus","CHIROPTERA","MOLOSSIDAE","14.5,1.5,1.6,7.1",NA,NA,"14,1,7"
"Molossus rufus","CHIROPTERA","MOLOSSIDAE","1.5,1.6,3.5,3.6","1.5,1.6,3.5,3.6",NA,"14,1,3"
"Molossus sinaloae","CHIROPTERA","MOLOSSIDAE","1.5,1.6,7.1","1.5,1.6,7.1",NA,"14,1,7"
